site_number,island_code,island_name,site_code,site_name,survey_year,shannon_index,reserve_status,mean_depth,reference,reserve_year,simpson_index,latitude,longitude,date
2,SM,San Miguel Island,HR,Hare Rock,2014,2.1767853825058765,Inside,20.5,FALSE,2003,0.5963756222671388,34.06438333,-120.3566,2014-07-01
2,SM,San Miguel Island,HR,Hare Rock,2015,1.992799257916979,Inside,20.5,FALSE,2003,0.6229248974471144,34.06438333,-120.3566,2015-07-01
2,SM,San Miguel Island,HR,Hare Rock,2016,1.8370061824479325,Inside,20.5,FALSE,2003,0.6557624630742973,34.06438333,-120.3566,2016-07-01
2,SM,San Miguel Island,HR,Hare Rock,2017,1.5898808791348615,Inside,20.5,FALSE,2003,0.6722549849555929,34.06438333,-120.3566,2017-07-01
2,SM,San Miguel Island,HR,Hare Rock,2018,1.1840630893861905,Inside,20.5,FALSE,2003,0.684219279226634,34.06438333,-120.3566,2018-07-01
2,SM,San Miguel Island,HR,Hare Rock,2019,1.5895996711366538,Inside,20.5,FALSE,2003,0.7760374149772826,34.06438333,-120.3566,2019-07-01
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1982,1.0413384752648425,Outside,33.18,TRUE,Outside,0.6929950447616446,33.90146667,-120.1029667,1982-07-01
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1983,1.388954328229131,Outside,33.18,TRUE,Outside,0.7045181236534706,33.90146667,-120.1029667,1983-07-01
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1984,1.0154080994017651,Outside,33.18,TRUE,Outside,0.7990313792900199,33.90146667,-120.1029667,1984-07-01
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1985,1.2318161011630788,Outside,33.18,TRUE,Outside,0.7962284744436694,33.90146667,-120.1029667,1985-07-01
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1986,0.9667687656170398,Outside,33.18,TRUE,Outside,0.8488578776583025,33.90146667,-120.1029667,1986-07-01
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1987,1.0030545878790904,Outside,33.18,TRUE,Outside,0.6620572226447431,33.90146667,-120.1029667,1987-07-01
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1988,2.2989019335595033,Outside,33.18,TRUE,Outside,0.7939702462544469,33.90146667,-120.1029667,1988-07-01
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1989,2.1469430748678,Outside,33.18,TRUE,Outside,0.8685284618746463,33.90146667,-120.1029667,1989-07-01
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1990,2.2796847930707145,Outside,33.18,TRUE,Outside,0.8880500340574308,33.90146667,-120.1029667,1990-07-01
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1991,2.311660600312363,Outside,33.18,TRUE,Outside,0.8868437691329476,33.90146667,-120.1029667,1991-07-01
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1992,2.410956014414496,Outside,33.18,TRUE,Outside,0.8632919148244836,33.90146667,-120.1029667,1992-07-01
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1993,1.814635013424645,Outside,33.18,TRUE,Outside,0.8764871823311455,33.90146667,-120.1029667,1993-07-01
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1994,2.457780463724263,Outside,33.18,TRUE,Outside,0.8810420066831532,33.90146667,-120.1029667,1994-07-01
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1995,2.5507288396826966,Outside,33.18,TRUE,Outside,0.8711976323827478,33.90146667,-120.1029667,1995-07-01
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1996,2.098336930683865,Outside,33.18,TRUE,Outside,0.8384802590877045,33.90146667,-120.1029667,1996-07-01
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1997,2.0906408334252253,Outside,33.18,TRUE,Outside,0.8639699228092155,33.90146667,-120.1029667,1997-07-01
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1998,1.2387377530295793,Outside,33.18,TRUE,Outside,0.841704000919418,33.90146667,-120.1029667,1998-07-01
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1999,1.4825054398907647,Outside,33.18,TRUE,Outside,0.8164559587963768,33.90146667,-120.1029667,1999-07-01
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2000,0.8068329625972888,Outside,33.18,TRUE,Outside,0.7834685106003405,33.90146667,-120.1029667,2000-07-01
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2001,2.1382143458286134,Outside,33.18,TRUE,Outside,0.8602006682355936,33.90146667,-120.1029667,2001-07-01
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2002,1.9269369854689753,Outside,33.18,TRUE,Outside,0.8347051013543476,33.90146667,-120.1029667,2002-07-01
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2003,2.109153322187661,Outside,33.18,TRUE,Outside,0.8354047960336298,33.90146667,-120.1029667,2003-07-01
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2004,2.2040873077598935,Outside,33.18,TRUE,Outside,0.8771899127241676,33.90146667,-120.1029667,2004-07-01
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2005,2.6205888710759364,Outside,33.18,TRUE,Outside,0.8910627400445132,33.90146667,-120.1029667,2005-07-01
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2006,3.181373031691118,Outside,33.18,TRUE,Outside,0.8476547811897845,33.90146667,-120.1029667,2006-07-01
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2007,2.9168410362028014,Outside,33.18,TRUE,Outside,0.8752202004136294,33.90146667,-120.1029667,2007-07-01
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2008,2.9857254652316754,Outside,33.18,TRUE,Outside,0.8550042165505926,33.90146667,-120.1029667,2008-07-01
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2009,3.153584642939403,Outside,33.18,TRUE,Outside,0.8673014633652267,33.90146667,-120.1029667,2009-07-01
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2010,3.2097644117112196,Outside,33.18,TRUE,Outside,0.8754406138568509,33.90146667,-120.1029667,2010-07-01
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2011,3.14116170872035,Outside,33.18,TRUE,Outside,0.8668907228165643,33.90146667,-120.1029667,2011-07-01
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2012,3.200261181805197,Outside,33.18,TRUE,Outside,0.7860894994955321,33.90146667,-120.1029667,2012-07-01
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2013,2.8874671207311766,Outside,33.18,TRUE,Outside,0.8685825012687819,33.90146667,-120.1029667,2013-07-01
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2014,2.7337942944006537,Outside,33.18,TRUE,Outside,0.8598746360098948,33.90146667,-120.1029667,2014-07-01
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2015,2.4036595831399357,Outside,33.18,TRUE,Outside,0.8388262220738868,33.90146667,-120.1029667,2015-07-01
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2016,2.0795770431283036,Outside,33.18,TRUE,Outside,0.6020039271840222,33.90146667,-120.1029667,2016-07-01
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2017,1.9932098058319057,Outside,33.18,TRUE,Outside,0.639637969811454,33.90146667,-120.1029667,2017-07-01
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2018,1.4262971786986804,Outside,33.18,TRUE,Outside,0.8344288765129244,33.90146667,-120.1029667,2018-07-01
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2019,1.702469296076392,Outside,33.18,TRUE,Outside,0.8088857964877141,33.90146667,-120.1029667,2019-07-01
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,1982,1.2147278937220483,Outside,46.72,TRUE,Outside,0.737704005800643,33.89753333,-120.10075,1982-07-01
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,1983,2.3103568208312275,Outside,46.72,TRUE,Outside,0.8374377567068476,33.89753333,-120.10075,1983-07-01
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,1984,1.9054404486127,Outside,46.72,TRUE,Outside,0.8053930526482129,33.89753333,-120.10075,1984-07-01
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,1985,2.0184127689978952,Outside,46.72,TRUE,Outside,0.8432833745875865,33.89753333,-120.10075,1985-07-01
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,1986,1.6450836900925108,Outside,46.72,TRUE,Outside,0.7597043925469937,33.89753333,-120.10075,1986-07-01
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,1987,2.082937710581752,Outside,46.72,TRUE,Outside,0.7831035022555439,33.89753333,-120.10075,1987-07-01
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,1988,2.5043350002751983,Outside,46.72,TRUE,Outside,0.7950206779895359,33.89753333,-120.10075,1988-07-01
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,1989,2.242625488871747,Outside,46.72,TRUE,Outside,0.7898759714116288,33.89753333,-120.10075,1989-07-01
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,1990,2.019914330005734,Outside,46.72,TRUE,Outside,0.8729812615700006,33.89753333,-120.10075,1990-07-01
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,1991,2.388983036345469,Outside,46.72,TRUE,Outside,0.8672412464069152,33.89753333,-120.10075,1991-07-01
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,1992,2.403865558904738,Outside,46.72,TRUE,Outside,0.8839099750692399,33.89753333,-120.10075,1992-07-01
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,1993,2.4755613729173698,Outside,46.72,TRUE,Outside,0.8898488662251811,33.89753333,-120.10075,1993-07-01
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,1994,2.38268953583627,Outside,46.72,TRUE,Outside,0.8705947128249996,33.89753333,-120.10075,1994-07-01
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,1995,2.5607471239353994,Outside,46.72,TRUE,Outside,0.8380612947828676,33.89753333,-120.10075,1995-07-01
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,1996,2.4593406251817376,Outside,46.72,TRUE,Outside,0.8132099986726082,33.89753333,-120.10075,1996-07-01
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,1997,2.3147287235847913,Outside,46.72,TRUE,Outside,0.861458773056579,33.89753333,-120.10075,1997-07-01
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,1998,2.606616167806779,Outside,46.72,TRUE,Outside,0.8518262484497441,33.89753333,-120.10075,1998-07-01
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,1999,2.493462423143148,Outside,46.72,TRUE,Outside,0.87775579893312194,33.89753333,-120.10075,1999-07-01
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2000,2.222850688865055,Outside,46.72,TRUE,Outside,0.866644437938348,33.89753333,-120.10075,2000-07-01
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2001,2.0987175128450084,Outside,46.72,TRUE,Outside,0.8301297709063427,33.89753333,-120.10075,2001-07-01
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2002,2.5554780927039293,Outside,46.72,TRUE,Outside,0.8603570211312279,33.89753333,-120.10075,2002-07-01
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2003,2.467023579232448,Outside,46.72,TRUE,Outside,0.8811175900239552,33.89753333,-120.10075,2003-07-01
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2004,2.9233955848056477,Outside,46.72,TRUE,Outside,0.9011291118929711,33.89753333,-120.10075,2004-07-01
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2005,2.937069846337984,Outside,46.72,TRUE,Outside,0.860224933627182,33.89753333,-120.10075,2005-07-01
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2006,2.763231853311237,Outside,46.72,TRUE,Outside,0.8618308771640733,33.89753333,-120.10075,2006-07-01
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2007,2.8244751933895507,Outside,46.72,TRUE,Outside,0.876844587647408,33.89753333,-120.10075,2007-07-01
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2008,2.935495483538508,Outside,46.72,TRUE,Outside,0.8730226550485509,33.89753333,-120.10075,2008-07-01
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2009,2.9659670281843797,Outside,46.72,TRUE,Outside,0.8567168289363264,33.89753333,-120.10075,2009-07-01
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2010,2.7627691319990677,Outside,46.72,TRUE,Outside,0.8604531223774107,33.89753333,-120.10075,2010-07-01
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2011,3.096941827773398,Outside,46.72,TRUE,Outside,0.8365430588701165,33.89753333,-120.10075,2011-07-01
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2012,3.08570893947212,Outside,46.72,TRUE,Outside,0.8109008662006341,33.89753333,-120.10075,2012-07-01
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2013,2.407137413012764,Outside,46.72,TRUE,Outside,0.8656092179340666,33.89753333,-120.10075,2013-07-01
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2014,2.932876615482058,Outside,46.72,TRUE,Outside,0.8400287589766763,33.89753333,-120.10075,2014-07-01
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2015,2.394499467076969,Outside,46.72,TRUE,Outside,0.8407140430613473,33.89753333,-120.10075,2015-07-01
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2016,2.3030858269419117,Outside,46.72,TRUE,Outside,0.7216189106431484,33.89753333,-120.10075,2016-07-01
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2017,2.172234265092031,Outside,46.72,TRUE,Outside,0.7235204341236461,33.89753333,-120.10075,2017-07-01
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2018,1.6771301960155198,Outside,46.72,TRUE,Outside,0.7984531307606898,33.89753333,-120.10075,2018-07-01
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2019,1.6393152417435233,Outside,46.72,TRUE,Outside,0.8300714158616412,33.89753333,-120.10075,2019-07-01
5,SR,Santa Rosa Island,RR,Rodes Reef,1983,1.5367652826035951,Outside,44.77,FALSE,Outside,0.7649190000517572,34.03261667,-120.107,1983-07-01
5,SR,Santa Rosa Island,RR,Rodes Reef,1984,1.8239313292259067,Outside,44.77,FALSE,Outside,0.7967042851109651,34.03261667,-120.107,1984-07-01
5,SR,Santa Rosa Island,RR,Rodes Reef,1985,1.5333991497770822,Outside,44.77,FALSE,Outside,0.7359375463074247,34.03261667,-120.107,1985-07-01
5,SR,Santa Rosa Island,RR,Rodes Reef,1986,1.2959666507328558,Outside,44.77,FALSE,Outside,0.6760421320103003,34.03261667,-120.107,1986-07-01
5,SR,Santa Rosa Island,RR,Rodes Reef,1987,2.017077738174133,Outside,44.77,FALSE,Outside,0.5790498484261329,34.03261667,-120.107,1987-07-01
5,SR,Santa Rosa Island,RR,Rodes Reef,1988,2.2363810891575255,Outside,44.77,FALSE,Outside,0.7464662548020269,34.03261667,-120.107,1988-07-01
5,SR,Santa Rosa Island,RR,Rodes Reef,1989,2.2219343242792746,Outside,44.77,FALSE,Outside,0.8227305408356189,34.03261667,-120.107,1989-07-01
5,SR,Santa Rosa Island,RR,Rodes Reef,1990,1.9767183922516327,Outside,44.77,FALSE,Outside,0.8897525744052472,34.03261667,-120.107,1990-07-01
5,SR,Santa Rosa Island,RR,Rodes Reef,1991,2.1308349829489637,Outside,44.77,FALSE,Outside,0.8770099015325853,34.03261667,-120.107,1991-07-01
5,SR,Santa Rosa Island,RR,Rodes Reef,1992,2.15670284080086,Outside,44.77,FALSE,Outside,0.8135352681666341,34.03261667,-120.107,1992-07-01
5,SR,Santa Rosa Island,RR,Rodes Reef,1993,2.0951321540418966,Outside,44.77,FALSE,Outside,0.7590804846120361,34.03261667,-120.107,1993-07-01
5,SR,Santa Rosa Island,RR,Rodes Reef,1994,2.2207449816608094,Outside,44.77,FALSE,Outside,0.7283321301057983,34.03261667,-120.107,1994-07-01
