site_number,island_code,island_name,site_code,site_name,survey_year,reserve_status,reference,giant_kelp,red_gorgonian,brown_gorgonian,California_golden_gorgonian,chestnut_cowrie,wavy_turban_snail,red_turban_snail,queen_tegula,bat_star,giant_spined_sea_star,red_sea_urchin,purple_sea_urchin,warty_sea_cucumber,ochre_sea_star,orange_puffball_sponge,red_abalone,pink_abalone,green_abalone,Kellets_whelk,giant_keyhole_limpet,rock_scallop,sunflower_star,white_sea_urchin,Total_benthic,Non_targeted_invert,Targeted_invert,Carnivorous_invert,Herbivorous_invert,Planktivorous_invert,blacksmith,black_surfperch,striped_surfperch,opaleye,rock_wrasse,garibaldi,lingcod,senorita,kelp_bass,rubberlip_surfperch,pile_perch,cabezon,kelp_rockfish,black_and_yellow_rockfish,blue_rockfish,olive_rockfish,treefish,California_sheephead_female,California_sheephead_male,ocean_whitefish,halfmoon,California_scorpionfish,Total_fish,Non_targeted_fish,Targeted_fish,Carnivorous_fish,Herbivorous_fish,Piscivorous_fish,Planktivorous_fish,Total_mixed,Non_targeted_mixed,Targeted_mixed,Carnivorous_mixed,Herbivorous_mixed,Planktivorous_mixed,Southern_sea_palm_adult,Southern_sea_palm_juvenile,California_sea_palm_adult,California_sea_palm_juvenile,oar_weed_adult,oar_weed_juvenile,Coronado_urchin,stalked_tunicate,blue_banded_goby,blackeye_goby,island_kelpfish,Sargassum_horneri_adult,Sargassum_horneri_juvenile,California_hydrocoral,white_spotted_rose_anemone,California_spiny_lobster,California_brown_sea_hare,threaded_abalone,white_abalone,gumboot_chiton,wakame_adult,wakame_juvenile,coralline_sculpin,top_smelt,tubesnout,kelp_surfperch,speckled_sanddab,sculpin_spp,kelpfish_spp,rainbow_surfperch,snubnose_sculpin,painted_greenling,rockfish_YOY,gopher_rockfish_adult,copper_rockfish_adult,vermillion_rockfish_adult,bocaccio_juvenile,lavender_sculpin,white_surfperch,brown_rockfish_adult,spotfin_sculpin,scalyhead_sculpin,surfperch_spp_adult,sailfin_sculpin,surfperch_spp_juvenile,giant_kelpfish_adult,sharpnose_surfperch,kelp_greenling_juvenile,soupfin_shark,kelp_greenling_female,swell_shark,giant_kelpfish_juvenile,kelp_greenling_male,larval_fish_spp,cusk_eel_spp,bat_ray,fringehead_spp,jack_mackerel,c_o_turbot,Pacific_angel_shark,black_rockfish_adult,stripedfin_ronquil,grass_rockfish_adult,ronquil_spp,kelp_greenling_adult,sharpnose_white_surfperch,gunnel_spp,clingfish_spp,Pacific_sardine,shiner_surfperch,crevice_kelpfish,zebra_perch,spotted_kelpfish,bocaccio_adult,prickleback_spp,yellowtail,yellowfin_fringehead,sanddab_spp,Pacific_barracuda,rockfish_spp_adult,horn_shark,California_moray_eel,zebra_goby,northern_ronquil,Pacific_bonito,surfperch_spp,Pacific_mackerel,onespot_fringehead,finescale_triggerfish_adult,sargo,black_croaker,barred_sand_bass,baitfish_unidentified,orangethroat_pikeblenny,thornback_ray,top_smelt_adult,top_smelt_juvenile,northern_anchovy,halfbanded_rockfish_adult,white_seabass,plain_cardinalfish,leopard_shark,giant_black_sea_bass_adult,California_halibut,swallowtail_damselfish,tubesnout_juvenile,wolf_eel,goby_spp,monkeyface_prickleback,broadnose_sevengill_shark,sarcastic_fringehead,plainfin_midshipman,walleye_surfperch,ocean_sunfish,shannon_index,simpson_index,articulated_coralline_algae,La_Jolla_cup_coral,orange_cup_coral,bladder_chain_kelp,ornate_tube_worm,encrusting_coralline_algae,sea_tongue,brown_algae,red_algae,scaled_wormsnail,tunicates,Misc_Inverts,acid_weed,Bare_Substrate,bryozoans,green_algae,club_tipped_anemone,Southern_staghorn_bryozoan,agar_weed,oar_weed_cover,colonial_sand_tube_worm,miscellaneous_plants,sponges,aggregated_red_sea_cucumber,Southern_sea_palm_cover,giant_kelp_cover,California_sea_palm_cover
16,SB,Santa Barbara Island,CAT,Cat Canyon,2008,Outside,TRUE,0,0,0,0,1.619288984249007,34.738500122087075,0,13.762566344458204,7.337487907857514,7.339926134061365,142.6286529755524,34.40260534362592,161.349227109721,0,0.2734180779434827,0,0,0,0,0,2.4982018859935264,3.549311459591156,0.01562784027893459,409.5148141854196,68.30023209206558,341.214582093354,54.58451460784612,190.80945250391545,2.771619963937009,14.262370499111336,0.0776930915437071,0,0,0.01009459884825627,2.791943633216473,0,6.047742257124259,0.08256188748217068,0,0,0,0.03176109010400539,0,0,0,0,0.11010877310465492,0.5843386263877516,0,2.8077296370811236,0,26.806344094003737,25.997573716925157,0.8087703770785826,3.5741787231008426,2.8077296370811236,0.11432297758617609,20.310112756235597,436.32115827942334,94.29780580899074,342.0233524704326,58.15869333094696,193.6171821409966,23.081732720172603,0,0,0,0,0,0,0,0,0,0.16,0.04,0,0,0,0,0.00277777784503996,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.00525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-4,0,0,5e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4441635776025543,0.25961576730440106,0.5,1.16,1,0,0,66.5,0,0,3.5,0.16,0.5,1.16,0,24.33,1.66,0,0.66,0,0,0,0,0.66,0,0,0,0,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2009,Outside,TRUE,0,0,0,0,0,87.79257464374781,0,6.126397905120272,13.650107049191396,8.624964073044808,102.17400755796405,137.81000277128877,18.4399116696824,0,0,0,0,0,0,0.41633640373013053,2.2517715899948687,0,0.00217053342463238,377.2882441971891,166.6299787358,210.6582654613891,110.067645765984,246.52891517152784,2.2517715899948687,1.312815993860989,0,0,0.5215472579355025,0,2.3538402533076828,0,0.3176533279527968,0.10320235935271337,0,0,0,0.12162890782654832,0,0,0,0,0.5448500315452701,0.5808995556197055,0,0,0,5.8564376874012085,4.505856833056971,1.3505808543442372,3.4795898404726584,0.5215472579355025,0.2248312671792617,1.6304693218137858,383.14468188459034,171.13583556885698,212.00884631573336,113.54723560645668,247.05046242946335,3.8822409118086543,0,0,0,0,0,0,0,0,0,0.25,0.2,0,0,0,0,0,0.14,0,0,0,0,0,5e-4,0,0.0125,0,0,0,0,0,7.5e-4,0.0045,0.001875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0075,0,0.125,0,5e-4,0,0,0,0,0,0,8.3e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045,0,0,0,0,0,0,0,0,1.11408884678799,0.46395500631401576,0.83,1.16,0.16,0,0.16,52.16,0,0,3,0.5,1.5,9.33,0,32.66,2,0,1.16,0,0,0,0,0.5,0.16,0,0,0,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2010,Outside,TRUE,12.8126410962,0,0.18469391080861208,0,0,63.47846212069661,0,13.357513400469289,12.421182135706353,5.461541753253867,108.32230042121134,106.18409191798288,57.624723967757504,0,0,0,0,0,0.1932099360084859,0,0.906675743311474,0,0,380.9470364034064,137.609023118221,243.3380132851854,81.55439594566532,227.8639057396635,1.091369654120086,1.02981204218396,0.2330792746311213,0,0.2389496553187602,0.04572361306080402,1.7449647707602955,0,3.850752263466597,0.2126682590146286,0,0.03112488377247355,0.6310868834651169,0.182687694573842,0,0,0,0.04498521557959226,0.31721365643341826,0,0.29991227062620024,0.4593684833252021,0,9.322328966212012,7.633774986519213,1.6885539796927982,2.6720184692843127,0.6983181386439623,1.0714280526331796,4.880564305650557,390.2693653696184,145.2427981047402,245.02656726487825,84.22641441494963,228.56222387830744,5.9719339597706425,0,0,0,0,0,0,0.04,0,0,0.33,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00425,0.005625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.75e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9798172681623252,0.7762450767995428,0.66,0.66,0,0,0,68.16,0,42.5,16.5,0.16,0.66,5.83,1.83,20,3.66,0,0.5,0,0,0,0,14,0,0,0.5,41.66,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2011,Outside,TRUE,0,0,0,0.384174543870162,0.8096444921245035,53.46266801775143,0,14.731946374151583,8.251404630457507,17.37862545867548,241.53728164760656,252.6512928652624,46.099779174206006,0,0.16808427753388824,0,0.01084854424971064,0,0,0.5266181957928228,2.0869766693349128,0,0.00620750424533594,638.1055523952623,294.9188468863634,343.1867055088989,79.90234259900892,509.4641951313084,2.639235490738963,4.398032770955016,0.01318868407410438,0,0.7168489659562806,0,2.5446921657380357,0,1.0571775775658117,0.00782793111769808,0,0,0.5395538154967284,0.04705044484515735,0.27914514378079497,0.05724377544908343,0.05173628908321824,0,0.17288396222976848,0.05854639920203047,0,0,0,9.943927925493728,8.729940164289248,1.2139877612044794,2.789311211243939,0.7168489659562806,0.9253136243235972,5.512454123969911,648.0494803207561,303.64878705065263,344.4006932701034,82.69165381025286,510.1810440972647,8.151689614708873,0,0,0,0,0,0,0,0,0,0.08,0.04,0,0,0,0,0,0.35,0,0,0,0,0,8.75e-4,0,0,0,0,0,0,0,0.0015,0.0085,0,0.001,5e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,5e-4,5e-4,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2777271332662137,0.637796188910404,0.5,0.5,1.33,0,0,41.16,0,0,2.5,0,0.66,19.16,0,24.83,1.33,0,1,0,0,0,8.5,0.16,0.16,0,0,0,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2012,Outside,TRUE,0.01271599949999999,0,0.09234695540430604,0.7683490877403241,2.42893347637351,18.165692772053696,0,2.3733943850237837,3.09731935563895,13.515784319389478,66.16677731861013,217.82646100579709,27.6598675045236,1.325343118652322,0.12677778796353195,0,0,0.00474192858133606,0,0.6376326441799717,3.2967724959827884,0.4639978402738516,0,357.9629079956887,242.66108190501845,115.30182609067022,38.997070882381806,287.00900728219233,4.28424632709095,1.905733435654051,0.426529681867121,0,0.31442787904622627,0,2.4174575574511334,0,0.1875872007091599,0.17058398704236918,0,0,0.06492143806893728,0,0,0.01089000062961254,0,0,0.24940713289086736,0,0,0.5291835392615077,0,6.276721852620986,5.780919293989199,0.4958025586317863,3.0933943722091217,0.843611418307734,0.23550542511130643,2.1042106369928235,364.2396298483097,248.44200119900765,115.797628649302,42.09046525459093,287.85261870050005,6.388456964083774,0,0.04,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0.68,0,0,0,0,0,5e-4,0,0,0,0,0,0,0,0.001,0.00825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-4,5e-4,0,0,0,0,0,0,0,0,0,0,1.2219053770601642,0.7271561777994178,0.16,1,0.5,0,0,35.33,0,1.16,2.16,3.5,1.5,10.83,0,25.16,1.83,0,3.83,0,0,0,14,0.66,0.16,0,0,0,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2013,Outside,TRUE,8.3823868704,0,0,0,2.42893347637351,20.10406649831273,0.00356963052877599,4.011093680752683,0.01234405476382987,4.753322567736002,32.12559212308021,313.2208360318853,18.4399116696824,3.976029355956966,0.06255518064248555,0,0.00728530200917388,0,0,0.13877879736594187,1.9958894373023104,0,0,409.6625946767923,328.6111784474859,81.05141622930643,31.27469595314303,349.5071555656221,2.058444617944796,7.491191234100668,0.6363064197429597,0,0.7646388970200326,0.17766493972931044,1.9287908161868428,0,1.529437935016286,0.5727428718458617,0,0.04979981403595768,0.4973385769854499,0.1693886952982111,0,0.3009665766271398,0.00118040044568288,0.02367882731970786,1.6737513886166542,0.4674709011102013,0,0.3062456555501347,0,16.590593949631103,12.884075711382192,3.7065182382489086,4.933784279421926,1.0708845525701671,1.2643293718949136,9.321595745744094,426.2531886264234,341.4952541588681,84.75793446755533,36.20848023256496,350.5780401181923,11.38004036368889,0,0,0,0,0,0,0,0,0,0.37,0.04,0,0,0,0,0.00277777784503996,0.12,0,0,0,0,0,0.001,0,0,0.006,0,0,0,0,0.001,0.010195,0.088495,0,0,0,5e-4,0,0,0,0,0,0,0,0,5e-4,0,0,0,0,0,0.0015,0,0,0,8.75e-4,0,0,0,5e-4,0,0,0.0012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.837812128345892,0.7925004991015775,0.66,0,0.33,0,0,47.5,0,4.33,18.83,1.16,2.5,25.83,0,18.83,1.66,1,0,0,0,0,14,12.16,0.33,0,0,2.5,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2014,Outside,TRUE,9.308111634,0,0,0,1.619288984249007,53.57638215325672,0.5658193967569607,12.286902271612576,1.017948953586905,0,63.87460348841685,580.9742364334718,57.624723967757504,0,0.11086161559591326,0,0.03295610718062473,0,0.00892705658588424,0.4142228444843943,3.0498398484399196,0,0.00249848035839434,784.4673232357535,596.4589156905396,188.00840754521383,56.22254714767852,658.1512390222816,3.160701464035833,2.0945861435252984,1.01949063248308,0,2.389496553187602,0.00628953589346537,1.7564075109632944,0,4.590037115398173,0.9418034455308516,0,0.00135926934845031,0.8393705962985513,0.2923003113181472,0,0.8500198518107533,0.11141274266948284,0,0.08951007418565804,0.3856634934159161,0,0.6373142103182693,0,16.005061486346992,12.494980971117633,3.5100805152293604,3.2587205162898645,3.026810763505871,2.1848870958170328,7.534643110734225,800.4723847221004,608.9538966616573,191.5184880604432,59.48126766396838,661.1780497857875,10.695344574770058,0,0,0,0,0,0,0.04,0,0,0.37,0,0.015,0.135,0,0,0.00833333376795053,0.15,0,0,0,0,0,0,0,0,8.3e-4,0,0,0,0,0,0.00825,0.00158,5e-4,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0.001165,0.0015,0,5e-4,0.001,0,0,7.5e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.018114581753969,0.5298324609163005,0.33,0,0.16,1.33,0,63.66,0,4.66,2,1.16,0.83,5.5,0,23.5,1.33,0,0.16,0,0.16,0,0,13.5,0.16,0,0,0.66,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2015,Outside,TRUE,1.0054116938,0.00990068300732891,0,0.7683490877403241,3.238577968498014,93.58559583320756,0.9415170494329612,2.1979715704338623,0,0,124.2118878588543,324.3626870439307,18.4399116696824,0,0.01323107306590426,0,0.15312039033324115,0.00550847528490727,0.01876629829751991,0.03340003980906213,2.438299492282509,0,3.084236664499298e-4,571.424444651327,330.7830547557698,240.64138989555724,96.84294010000308,451.90640085174545,3.2297803360960664,3.893291442631233,0.04466174536338646,0,1.194748276593801,1.5784031133850005,2.246497006585522,0,0.2551391530116864,1.9770841465575513,0,0,0,0.26920531598942693,0,0.00974996474288458,0.01712156170782108,0.04684520530181691,1.1581465346434638,0,0.01350763040264719,1.1891671797276138,0.00783808822738858,13.901406364871244,10.401907917298242,3.4994984475730004,5.04121603038002,2.3839154563214144,2.3180943177840048,4.158180560385804,585.3258510161983,341.184962673068,244.14088834313023,101.8841561303831,454.2903163080669,7.387960896481871,0.04,0,0,0,0,0,1.29,0,0,0,0,0,17.135,0,0,0.00972222257405519,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5e-4,7.5e-4,0,0,0,0,0,0.00133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3193220182357226,0.4690650840371496,4,0,0,0.5,0,57.16,0,4.83,1.33,1.66,0.33,0.83,0,31.33,0,0,0,0,0,0,0.16,3,0,0,0,1.83,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2016,Outside,TRUE,0.50863998,0,0,0.08779514265590845,5.86992256790265,73.52437836167095,0,0.9415170494329612,0,0,81.77579308356633,9.370098367098354,85.28459147228111,0,0,0,0,0,0.09660496800424297,0,0.14132490124996508,0,0.00211177205018534,257.60277766591264,16.271444899140057,241.3313327667726,79.49090589757785,92.08952027214782,0.2291200439058735,2.574004392457782,0.09630131684676824,0,0.2389496553187602,2.8244999908094006,1.1520692019499983,0,0.7804211934027059,2.440943131918275,0,0,0,0,0,0,0,0,1.1867793807494935,0,0,0.6375705292307322,0.14223725097481874,12.073776043658734,8.303816280016147,3.769959763642587,5.259649890355661,0.8765201845494924,2.5831803828930937,3.3544255858604877,269.6765537095714,24.575261179156207,245.1012925304152,84.75055578793351,92.96604045669731,3.5835456297663613,0,0.29,0,0,0,0,0.95,0,0,0,0.08,22.49,0.98,0,0,0.00277777784503996,0.1,0,0,0,0,0,0,0.014,0,0,0,0,0,0,0,1.65e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-4,0,0,5e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-4,5e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1536381947560876,0.8339189114194974,36.66,0,0,1.16,0.16,51.16,0,35.66,3.16,0.66,4.16,2.33,0,15.83,17.66,0.33,0,0,0,0,0,0,0,0,0,27.16,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2017,Outside,TRUE,144.0476900693,0,0,0.0923231373049595,0,238.18610020331383,0,0.6433026014358297,0.00762401549583178,0.09862061440611072,110.62183235149912,9.379832952137628,18.4399116696824,0,0.0236726098090154,0,0.07629208027841382,0.0913851853455144,0.04376424995885995,0,0.8006508853989459,0,0.00135832325910512,522.5543609486256,10.414411519472408,512.1399494291531,238.33610908317465,120.8140034939556,0.9166466325129208,6.900823402615666,0.38592933743855234,0,1.3724168186627743,1.9324164066872684,1.518790727378146,0,0.05326138187490534,2.045195461914562,0,0.01338439703228561,0,0.00829402036305775,0,0,0.2489411899500511,0.06642107106120848,0.3359936818857215,0.7596604594756219,0,0.06929878669741338,0,15.710827143037234,12.246321258387011,3.464505884650222,4.946175009897596,1.4417156053601876,2.3688517432888787,6.954084784490571,538.2651880916628,22.66073277785942,515.6044553138033,243.28228409307224,122.25571909931578,7.870731417003492,0,0,0,0,0,0,0.08,0,0,0,0.08,3.215,11.34,0,0,0.00833333376795053,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,5e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,5e-4,0,0,0,0,0,0,0.001165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5477702800668438,0.8372031542451754,24.16,0.5,0,0,0,48.5,0,8.16,2.83,1.5,6.66,1.16,0,6.83,8.16,0,0,0,0.16,0,19.16,3.16,0,0,0,25.33,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2018,Outside,TRUE,120.9647600436,0,0,0.23551609785604127,0.8096444921245035,359.00811866932594,0,0.12239988949782384,0.00983660896357675,0,128.69373649772774,37.041331386395576,9.2199558348412,0,0.02485977331525456,0,0.07355431448748148,3.67554708360452,0.16655165213632345,0,1.3386141043131292,0,8.976889990739486e-5,661.384516217089,41.99277941514468,619.3917368019444,359.9941514225503,169.60665894061304,1.598989975484425,2.049402173286768,0.21683408606962584,0,0,3.688943434106049,1.8755283962508305,0,1.3700789724463365,5.400804130740477,0,0.01395809897550305,0,0.04550037413897422,0,0,0,0,0.9120188696236744,1.742698666859117,0,0.05688332479975143,0,17.372650527297107,9.271628485934864,8.101022041362242,8.449981551884798,0.05688332479975143,5.446304504879452,3.419481145733104,678.7571667443862,51.26440790107955,627.4927588433065,368.4441329744351,169.6635422654128,5.018471121217529,0,0,0,0,0,0,0.2,0,0,0,0.33,1.23,7.235,0,0,0.00555555569007993,0,0,0,0,0,0,0,0.0225,0,5e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-4,0,0,0,0,0,0.01375,0,0,0,5e-4,0,0,0,0,0,0,5e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.931798506431032,0.8248564566432914,34.5,0.5,0,0.83,0.16,46.66,0,30.5,4.5,2.5,6.33,3,0,9.16,18.5,0,0,0,0,0,11.66,0,0,0,0,5,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2019,Outside,TRUE,4.2386665,0,0,0,1.619288984249007,74.8280724554908,0,0,0.19967784040603168,0,149.29300388470256,25.65145131837779,18.4399116696824,0,0,0,0,2.076619664338397,0.4850299726604286,0,0.9313054535590448,0,2.146765839073153e-5,277.76304921112484,29.547059275029618,248.21598993609524,77.13206925280626,177.02109633507715,0.9313054535590448,2.494778315765303,0.05440332180568058,0,0.06582469312368956,1.2802611657025125,1.6353149397033595,0,2.581801561848198,1.6007269464502176,0,0,0,0,0,0,0,0,0.3303263193139647,3.0480719084557117,0,0.3062456555501347,0,13.397754827718773,8.418629653498877,4.979125174219894,6.348377654981229,0.3720703486738242,1.6007269464502176,5.076579877613501,291.1608040388436,37.96568892852849,253.19511511031513,83.4804469077875,177.39316668375096,6.007885331172546,0,0,0,0,0,0,0.04,0,0,0,0.16,2.32,1.98,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,5e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-4,0,0,0,6.65e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0312989788257863,0.7650525138451192,63.33,0,0,0.83,0,59.33,0,87.83,10.16,5.16,0.5,5,0,12,2.5,0.83,0.33,0,0,0.16,0,0,0,0,0,11.5,0
22,SR,Santa Rosa Island,CP,Cluster Point,2005,Outside,TRUE,26.4823405587,0,0,0,0,0.5086781385191577,0.1177004355280058,0,102.4774636062874,11.93445774851419,102.59634899919229,8.534041429034403,27.6598675045236,0,42.585447469584125,0.20388525063781468,0,0,2.5470324328728804,5.219706083803863,1.2746980203733946,21.520817337151207,0,353.66248501472234,192.475818925013,161.18666608970932,138.98844926334482,116.67168219819638,43.86014548995752,0.1641781005147814,0.5357902905104907,1.6545461373171353,0,0,0,2.4540727804741307,0.3266385807302995,0,0,1.1516206995815217,0.3698633839156243,0.23186075694617897,0.5233971445889906,0.6316200365175277,0.02754862129191841,0.11839413659853934,0.13721301021538806,0.8765079395816273,0,0,0,9.203251618784154,3.832773808654229,5.370477810129925,4.3556780772061625,0,3.725136823815382,1.122436717762609,362.86573663350646,196.3085927336672,166.55714389983925,143.34412734055098,116.67168219819638,44.98258220772013,0.04,0,0.58,0.37,0,0,0,0.2,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,5e-4,0.0105,0.00575,0.006665,0,5e-4,0,0.0015,0.001165,0.015,5e-4,8.3e-4,5e-4,5e-4,0,0,0,0,0,0,0,0,0,5e-4,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,5e-4,0,5e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-4,0,0,0,0,0,0,0,2.821608352852736,0.8564134929066787,2.66,1,2.83,0.16,0.33,24.66,0,0.16,12.83,0,6,27,0,14.83,11.66,0,0.16,0,0,0,6.33,0,4.33,0,0,5.16,7.83
22,SR,Santa Rosa Island,CP,Cluster Point,2006,Outside,TRUE,44.2584601264,0,0,0,2.42893347637351,0,0.03517381026769393,0,76.43686130168352,10.723936582577425,174.02252267913994,5.962140977092842,57.624723967757504,0,35.402510878794295,0.19552377466969115,0,0,1.248836908796471,4.117435865696946,2.2231167701897583,20.29765674917839,0,434.977833868618,155.56499960606664,279.41283426255137,111.13622501860932,184.3327971068671,37.62562764898405,0,0.5770049282420667,2.617952748919518,0,0,0,3.681109170711195,0.0382549689143594,0,0,0.15562441886236775,0.3698633839156243,0.3000550972244669,0.3252040925046261,1.0563300610724171,0.04132293193787761,0.05919706829926967,0.09685624250497982,3.798201071520385,0,0,0,13.116976184629154,3.3888370649383117,9.728139119690844,7.245639410049317,0,4.77675174459306,1.0945850299867763,448.0948100532472,158.95383667100492,289.1409733822422,118.38186442865864,184.3327971068671,38.72021267897083,0.04,0,1.41,5.83,0,0,0,0.33,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0.007,0.00183,0,0,0,0.002625,0,0.007375,0,0,5e-4,7.5e-4,0,0,0,0,0,0,0,0,0.00425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5634205117814224,0.8296668844958193,5.16,0.5,0.5,0,1.33,25.16,2,3.66,57.66,0,6,8.33,8,15.83,12.16,0.16,1,0,0,0,0.5,0.16,6.33,0,0.33,22.16,9.16
